gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,13,Fkbp4;Camk2b;Hsp90aa1;Hspb1;Cryab;Hspa8;Hsph1;Dnajb1;Tnfrsf21;Hspb2;Hspa1b;Hspa1a;Hspa1l,0.328746,-0.096588,-0.267393,0.079978,-0.380159,-0.565353,-0.212683,-0.340137,-0.527981,-0.126435,-0.051414,-0.206771,0.101814
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,9,Dync1i2;Hsp90aa1;Cep152;Tubb4a;Ajuba;Haus8;Ubc;Tuba1a;Uba52,0.328235,-0.144686,-0.362104,0.10234,-0.34995,-0.592429,-0.080765,-0.021715,-0.170647,0.160325,-0.05864,-0.224824,0.080124
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,14,Fkbp4;Hspa5;St13;Hspb1;Hspa8;Hsph1;Dnajb1;Rpa1;Tnfrsf21;Hspa4l;Hspb2;Hspa1b;Hspa1a;Hspa1l,0.327905,-0.165888,-0.297836,-0.035194,-0.395797,-0.567536,-0.246672,-0.290159,-0.486893,-0.089361,-0.067892,-0.220642,0.097598
REACTOME_CELL_CELL_COMMUNICATION,12,Lamc2;Cdh3;Fermt2;Actn2;Flnc;Actn4;Iqgap1;Dst;Jup;Cldn22;Plec;Cldn7,0.32281,-0.12903,-0.322457,0.057324,-0.343214,-0.547135,-0.168431,-0.020405,-0.234124,0.245851,-0.117334,-0.308889,0.11633
REACTOME_RND3_GTPASE_CYCLE,7,Rock1;Dsp;Rnd3;Dst;Ptpn13;Ckb;Plekhg5,0.321983,-0.079936,-0.285954,0.140377,-0.401919,-0.64776,-0.180162,-0.083585,-0.290477,0.126681,-0.154765,-0.349559,0.00183
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,5,Mecom;Egr1;Cbx4;Rbbp4;Jun,0.321729,-0.163474,-0.372613,0.035535,-0.310258,-0.52644,-0.044042,0.01147,-0.173907,0.216832,-0.080421,-0.328958,0.123916
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,4,Hes1;Smad6;Ihh;Rbm14,0.320106,-0.100661,-0.446434,0.228503,-0.420767,-0.737907,-0.147183,-0.356545,-0.672665,-0.047416,-0.365496,-0.685558,0.033659
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,9,Hspb1;Hspa8;Psmd9;Ubc;Prkcd;Zfp36l1;Psmb8;Hspa1a;Uba52,0.317464,-0.079163,-0.260889,0.1265,-0.286068,-0.476998,-0.070266,-0.216523,-0.445295,0.01613,0.031396,-0.153019,0.21518
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,5,Fas;Hsp90aa1;Ubc;Peli1;Uba52,0.306691,-0.161107,-0.454465,0.151829,-0.303166,-0.54642,-0.06367,0.003525,-0.235508,0.322818,-0.011569,-0.231747,0.217114
REACTOME_REGULATED_NECROSIS,5,Fas;Hsp90aa1;Ubc;Peli1;Uba52,0.306691,-0.161107,-0.454465,0.151829,-0.303166,-0.54642,-0.06367,0.003525,-0.235508,0.322818,-0.011569,-0.231747,0.217114
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,3,Hsp90aa1;Hsph1;Hyou1,0.304649,-0.130396,-0.43994,0.137788,-0.435045,-0.826715,-0.110529,-0.206297,-0.633699,0.157505,-0.160105,-0.444921,0.102042
REACTOME_HCMV_EARLY_EVENTS,5,Dync1i2;Tubb4a;Rbbp4;Tuba1a;Tuba1c,0.300911,-0.372371,-0.666643,-0.057279,-0.13638,-0.421254,0.124949,-0.07146,-0.340235,0.131518,-0.17319,-0.393455,0.052477
REACTOME_ION_CHANNEL_TRANSPORT,14,Ano2;Camk2b;Trpm3;Clcn7;Sgk1;Wnk4;Ano1;Atp1b1;Ubc;Ano4;Tsc22d3;Asph;Pln;Uba52,0.292891,0.337666,0.110214,0.577488,0.16251,-0.02409,0.332677,0.044775,-0.149693,0.244747,0.060304,-0.161387,0.262863
REACTOME_AGGREPHAGY,7,Dync1i2;Hsp90aa1;Tubb4a;Ubc;Tuba1a;Tuba1c;Uba52,0.284898,-0.308628,-0.539296,-0.069785,-0.295648,-0.509067,-0.000794,-0.02373,-0.186542,0.178451,-0.086074,-0.24272,0.086949
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,16,Igf1;Vcan;Timp1;Stc2;Eva1a;Igfbp2;Igfbp5;C3;Ccn1;Pdia6;Prss23;Hsp90b1;Igfbp6;Pnpla2;Penk;Csf1,0.272286,-0.232305,-0.448796,-0.012555,0.005138,-0.174346,0.165788,-0.267149,-0.452399,-0.072132,-0.180671,-0.384195,-0.000603
REACTOME_METABOLISM_OF_CARBOHYDRATES,23,Dcn;Vcan;Has3;Ppp2cb;Ogn;Manba;Gapdh;Tpi1;Fmod;Ncan;Lyve1;Slc37a2;Lum;Aldoa;Ubc;Acan;Hk2;Gnpda2;Ndst3;Pgm2l1;Pfkfb3;Ext1;Uba52,0.270362,-0.059124,-0.214769,0.121255,-0.233551,-0.384993,-0.094235,-0.121599,-0.251718,0.006333,0.036812,-0.08896,0.139171
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,27,Fas;Usp2;Csnk2a2;Nuak1;Tpx2;Brd1;Rgcc;Ndrg1;Ppp2cb;Cox6a1;Steap3;Arid3a;Sgk1;Cdkn1a;Rpa1;Plk2;Pip4k2a;Ubc;Prkaa2;Rbbp4;Brd7;Ddit4;Fos;Banp;Plk3;Jun;Uba52,0.261046,-0.044476,-0.186212,0.102531,-0.207969,-0.335384,-0.075453,0.053077,-0.08802,0.177019,0.025991,-0.086786,0.150883
REACTOME_CELL_JUNCTION_ORGANIZATION,9,Lamc2;Cdh3;Fermt2;Flnc;Dst;Jup;Cldn22;Plec;Cldn7,0.256916,-0.145496,-0.372084,0.115477,-0.296135,-0.505873,-0.07241,-0.039219,-0.306467,0.259276,-0.110647,-0.3334,0.176046
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,17,Fkbp4;Hspa5;Camk2b;Hsp90aa1;St13;Hspb1;Cryab;Hspa8;Hsph1;Dnajb1;Rpa1;Tnfrsf21;Hspa4l;Hspb2;Hspa1b;Hspa1a;Hspa1l,0.24644,-0.101819,-0.227582,0.037932,-0.321846,-0.48224,-0.176571,-0.246387,-0.400465,-0.079846,-0.075406,-0.217471,0.06649
REACTOME_APOPTOTIC_EXECUTION_PHASE,7,Rock1;Dsp;Stk24;Kpna1;Stk26;Prkcd;Plec,0.244919,-0.062177,-0.320863,0.170184,-0.286792,-0.500701,-0.075907,-0.077377,-0.331206,0.107779,-0.041874,-0.205641,0.109757
